Hugo_Symbol	Tumor_Sample_Barcode
SNORD115-16	TCGA-HC-7211-01
FBN1	TCGA-HC-7211-01
RPL28	TCGA-HC-7211-01
ENTPD6	TCGA-HC-7211-01
MED15	TCGA-HC-7211-01
VPS13D	TCGA-HC-7212-01
SZT2	TCGA-HC-7212-01
F3	TCGA-HC-7212-01
CTNNB1	TCGA-HC-7212-01
TIFAB	TCGA-HC-7212-01
NEDD9	TCGA-HC-7212-01
ZNF79	TCGA-HC-7212-01
PAEP	TCGA-HC-7212-01
WDR37	TCGA-HC-7212-01
RASSF7	TCGA-HC-7212-01
CPNE6	TCGA-HC-7212-01
SSTR1	TCGA-HC-7212-01
RYR3	TCGA-HC-7212-01
NCOR1	TCGA-HC-7212-01
ITGA2B	TCGA-HC-7212-01
KANSL1	TCGA-HC-7212-01
RGS9	TCGA-HC-7212-01
SLC16A6	TCGA-HC-7212-01
RDH8	TCGA-HC-7212-01
PRKACA	TCGA-HC-7212-01
ANKLE1	TCGA-HC-7212-01
SYCP2	TCGA-HC-7212-01
ASCC2	TCGA-HC-7212-01
DENND6A	TCGA-HC-7212-01
PTEN	TCGA-HC-7212-01
HBG2	TCGA-HC-7212-01
MON2	TCGA-HC-7212-01
KDM6A	TCGA-HC-7212-01
HFM1	TCGA-HC-7213-01
VIT	TCGA-HC-7213-01
OTX1	TCGA-HC-7213-01
DOK1	TCGA-HC-7213-01
UBR3	TCGA-HC-7213-01
PLSCR5	TCGA-HC-7213-01
HTR3C	TCGA-HC-7213-01
CDKL2	TCGA-HC-7213-01
KIAA1109	TCGA-HC-7213-01
TRIM36	TCGA-HC-7213-01
TRIM31	TCGA-HC-7213-01
COL12A1	TCGA-HC-7213-01
MAS1	TCGA-HC-7213-01
RALYL	TCGA-HC-7213-01
NTMT1	TCGA-HC-7213-01
FIBP	TCGA-HC-7213-01
CARD18	TCGA-HC-7213-01
SEMA6D	TCGA-HC-7213-01
CDH8	TCGA-HC-7213-01
TP53	TCGA-HC-7213-01
SLC5A10	TCGA-HC-7213-01
AOC2	TCGA-HC-7213-01
FASN	TCGA-HC-7213-01
ROCK1	TCGA-HC-7213-01
PSG4	TCGA-HC-7213-01
DIP2A	TCGA-HC-7213-01
DCAF8L2	TCGA-HC-7213-01
HSPA9	TCGA-HC-7213-01
TP53BP1	TCGA-HC-7213-01
TRIM42	TCGA-HC-7230-01
DLG1	TCGA-HC-7230-01
DCP2	TCGA-HC-7230-01
LGSN	TCGA-HC-7230-01
GOPC	TCGA-HC-7230-01
ANKIB1	TCGA-HC-7230-01
AC073310.4	TCGA-HC-7230-01
MMP16	TCGA-HC-7230-01
PTEN	TCGA-HC-7230-01
OR5L2	TCGA-HC-7230-01
RELA	TCGA-HC-7230-01
SCN3B	TCGA-HC-7230-01
MYL2	TCGA-HC-7230-01
ZNF626	TCGA-HC-7230-01
CAPNS1	TCGA-HC-7230-01
NUMBL	TCGA-HC-7230-01
FPR2	TCGA-HC-7230-01
PHKA1	TCGA-HC-7230-01
GPR50	TCGA-HC-7230-01
MYO3A	TCGA-HC-7230-01
PRKD2	TCGA-HC-7230-01
BRCA1	TCGA-HC-7231-01
RNF181	TCGA-HC-7231-01
UPP2	TCGA-HC-7231-01
CHL1	TCGA-HC-7231-01
C3orf62	TCGA-HC-7231-01
ZBTB11	TCGA-HC-7231-01
IQCB1	TCGA-HC-7231-01
RP11-651P23.5	TCGA-HC-7231-01
WDR49	TCGA-HC-7231-01
PIK3CA	TCGA-HC-7231-01
CRHR2	TCGA-HC-7231-01
KAT6B	TCGA-HC-7231-01
DMBT1	TCGA-HC-7231-01
TEAD1	TCGA-HC-7231-01
P4HA3	TCGA-HC-7231-01
GRM5	TCGA-HC-7231-01
HSPA8	TCGA-HC-7231-01
DDN	TCGA-HC-7231-01
GPALPP1	TCGA-HC-7231-01
CPPED1	TCGA-HC-7231-01
CPPED1	TCGA-HC-7231-01
SULT1A1	TCGA-HC-7231-01
FOXC2	TCGA-HC-7231-01
MYH4	TCGA-HC-7231-01
UNC45B	TCGA-HC-7231-01
HLF	TCGA-HC-7231-01
MOSPD2	TCGA-HC-7231-01
PHF8	TCGA-HC-7231-01
CASZ1	TCGA-HC-7231-01
SETDB1	TCGA-HC-7231-01
SPTA1	TCGA-HC-7232-01
BUB1	TCGA-HC-7232-01
RFTN1	TCGA-HC-7232-01
VIPR1	TCGA-HC-7232-01
SLC41A3	TCGA-HC-7232-01
ALDH1L1	TCGA-HC-7232-01
AHSG	TCGA-HC-7232-01
CCNG2	TCGA-HC-7232-01
TRPC7	TCGA-HC-7232-01
TRIM10	TCGA-HC-7232-01
PTCHD4	TCGA-HC-7232-01
SF3B5	TCGA-HC-7232-01
ZCWPW1	TCGA-HC-7232-01
CCSER2	TCGA-HC-7232-01
EXT2	TCGA-HC-7232-01
GAB2	TCGA-HC-7232-01
DDX47	TCGA-HC-7232-01
ZFP36L1	TCGA-HC-7232-01
LRRC49	TCGA-HC-7232-01
TTLL6	TCGA-HC-7232-01
MIR4747	TCGA-HC-7232-01
ZNF473	TCGA-HC-7232-01
FPR2	TCGA-HC-7232-01
VPS16	TCGA-HC-7232-01
STAG2	TCGA-HC-7232-01
MAGEA6	TCGA-HC-7232-01
UBE4B	TCGA-HC-7232-01
PLS3	TCGA-HC-7232-01
TTLL10	TCGA-HC-7744-01
TRIT1	TCGA-HC-7744-01
EPS8L3	TCGA-HC-7744-01
NOTCH2NL	TCGA-HC-7744-01
SPTA1	TCGA-HC-7744-01
GTDC1	TCGA-HC-7744-01
PIKFYVE	TCGA-HC-7744-01
XPC	TCGA-HC-7744-01
SEL1L3	TCGA-HC-7744-01
EEF1A1P9	TCGA-HC-7744-01
FBN2	TCGA-HC-7744-01
PSD2	TCGA-HC-7744-01
CDHR2	TCGA-HC-7744-01
DPY19L2P2	TCGA-HC-7744-01
TSTD2	TCGA-HC-7744-01
EHBP1L1	TCGA-HC-7744-01
ACVR1B	TCGA-HC-7744-01
MAPKAPK5	TCGA-HC-7744-01
AHNAK2	TCGA-HC-7744-01
ALOX15	TCGA-HC-7744-01
KRTAP4-1	TCGA-HC-7744-01
PPM1E	TCGA-HC-7744-01
MUC16	TCGA-HC-7744-01
KRTAP13-4	TCGA-HC-7744-01
BRWD1	TCGA-HC-7744-01
PCDH11X	TCGA-HC-7744-01
MT2P1	TCGA-HC-7744-01
MCCC2	TCGA-HC-7744-01
CNOT1	TCGA-HC-7744-01
NCOR1	TCGA-HC-7744-01
MTHFR	TCGA-HC-7747-01
HNRNPCL1	TCGA-HC-7747-01
SPTA1	TCGA-HC-7747-01
CD48	TCGA-HC-7747-01
GCSAML	TCGA-HC-7747-01
FAM228A	TCGA-HC-7747-01
LRPPRC	TCGA-HC-7747-01
DNPEP	TCGA-HC-7747-01
UROC1	TCGA-HC-7747-01
MFI2	TCGA-HC-7747-01
SLC45A2	TCGA-HC-7747-01
CCL28	TCGA-HC-7747-01
PCDHB14	TCGA-HC-7747-01
MAK	TCGA-HC-7747-01
RP1	TCGA-HC-7747-01
CCDC180	TCGA-HC-7747-01
GAD2	TCGA-HC-7747-01
CSTF2T	TCGA-HC-7747-01
PRKAG1	TCGA-HC-7747-01
ZDHHC17	TCGA-HC-7747-01
DEGS2	TCGA-HC-7747-01
C15orf26	TCGA-HC-7747-01
ACAN	TCGA-HC-7747-01
GINS3	TCGA-HC-7747-01
MRPS23	TCGA-HC-7747-01
ZNF536	TCGA-HC-7747-01
EXO5	TCGA-HC-7747-01
ATP2A2	TCGA-HC-7747-01
STIL	TCGA-HC-7748-01
RPAP2	TCGA-HC-7748-01
CACNA1E	TCGA-HC-7748-01
NRP2	TCGA-HC-7748-01
ZNF502	TCGA-HC-7748-01
ADAMTS16	TCGA-HC-7748-01
GFM2	TCGA-HC-7748-01
UBD	TCGA-HC-7748-01
TRIM4	TCGA-HC-7748-01
CA3	TCGA-HC-7748-01
SLC30A8	TCGA-HC-7748-01
TYRP1	TCGA-HC-7748-01
FOXJ2	TCGA-HC-7748-01
KSR2	TCGA-HC-7748-01
SIAH3	TCGA-HC-7748-01
SYNJ2BP	TCGA-HC-7748-01
EPHX3	TCGA-HC-7748-01
LSR	TCGA-HC-7748-01
CST5	TCGA-HC-7748-01
FAM105A	TCGA-HC-7748-01
ZCCHC3	TCGA-HC-7748-01
SLC12A5	TCGA-HC-7748-01
DAB1	TCGA-HC-7818-01
RSAD2	TCGA-HC-7818-01
DRC1	TCGA-HC-7818-01
SESTD1	TCGA-HC-7818-01
SETD2	TCGA-HC-7818-01
PCDHGC3	TCGA-HC-7818-01
DAXX	TCGA-HC-7818-01
GINM1	TCGA-HC-7818-01
CHCHD2	TCGA-HC-7818-01
NRCAM	TCGA-HC-7818-01
CDH23	TCGA-HC-7818-01
PRMT3	TCGA-HC-7818-01
CARD16	TCGA-HC-7818-01
KLHL42	TCGA-HC-7818-01
TARBP2	TCGA-HC-7818-01
ZBTB4	TCGA-HC-7818-01
LHX1	TCGA-HC-7818-01
KRTAP3-1	TCGA-HC-7818-01
ALPK2	TCGA-HC-7818-01
MYBPC2	TCGA-HC-7818-01
IGLV3-27	TCGA-HC-7818-01
FABP2	TCGA-HC-7818-01
AKR7L	TCGA-HC-7820-01
MACF1	TCGA-HC-7820-01
SYCP1	TCGA-HC-7820-01
RYR2	TCGA-HC-7820-01
LRRTM1	TCGA-HC-7820-01
EIF2AK3	TCGA-HC-7820-01
ALPP	TCGA-HC-7820-01
OPA1	TCGA-HC-7820-01
CPA5	TCGA-HC-7820-01
ZNF33B	TCGA-HC-7820-01
KAT6B	TCGA-HC-7820-01
RRM1	TCGA-HC-7820-01
NLRP10	TCGA-HC-7820-01
SCGB1A1	TCGA-HC-7820-01
FLI1	TCGA-HC-7820-01
SCYL2	TCGA-HC-7820-01
DTX1	TCGA-HC-7820-01
IPO5	TCGA-HC-7820-01
TEP1	TCGA-HC-7820-01
VRTN	TCGA-HC-7820-01
SPTLC2	TCGA-HC-7820-01
FAM174B	TCGA-HC-7820-01
CDH5	TCGA-HC-7820-01
PLVAP	TCGA-HC-7820-01
CYP2S1	TCGA-HC-7820-01
PLEKHA4	TCGA-HC-7820-01
CLCNKB	TCGA-HC-7820-01
ZNF512	TCGA-HC-7820-01
POLR3E	TCGA-HC-7820-01
GJB5	TCGA-HC-7821-01
THRAP3	TCGA-HC-7821-01
AMY2B	TCGA-HC-7821-01
PLEKHA6	TCGA-HC-7821-01
RYR2	TCGA-HC-7821-01
TTN	TCGA-HC-7821-01
HHIP	TCGA-HC-7821-01
PRDM9	TCGA-HC-7821-01
MLXIP	TCGA-HC-7821-01
IFT43	TCGA-HC-7821-01
OTUD7A	TCGA-HC-7821-01
CDH8	TCGA-HC-7821-01
NLRP12	TCGA-HC-7821-01
KIF16B	TCGA-HC-7821-01
P2RY10	TCGA-HC-7821-01
WDR72	TCGA-HC-7821-01
NUCB1	TCGA-HC-7821-01
SDF4	TCGA-HC-8213-01
NFIA	TCGA-HC-8213-01
KCNA3	TCGA-HC-8213-01
CACNA1E	TCGA-HC-8213-01
TMEM177	TCGA-HC-8213-01
EPHA3	TCGA-HC-8213-01
CDH12	TCGA-HC-8213-01
PCDHB17	TCGA-HC-8213-01
SYNJ2	TCGA-HC-8213-01
ADCY1	TCGA-HC-8213-01
BAZ1B	TCGA-HC-8213-01
NAV2	TCGA-HC-8213-01
KBTBD6	TCGA-HC-8213-01
CLUH	TCGA-HC-8213-01
ACP1	TCGA-HC-8257-01
EXTL1	TCGA-HC-8257-01
IFI16	TCGA-HC-8257-01
LTBP1	TCGA-HC-8257-01
NCKAP5	TCGA-HC-8257-01
NRP2	TCGA-HC-8257-01
ZNF385D	TCGA-HC-8257-01
CCDC66	TCGA-HC-8257-01
C4orf19	TCGA-HC-8257-01
CMYA5	TCGA-HC-8257-01
VCAN	TCGA-HC-8257-01
ST8SIA4	TCGA-HC-8257-01
MUC3A	TCGA-HC-8257-01
MTBP	TCGA-HC-8257-01
TG	TCGA-HC-8257-01
GAD2	TCGA-HC-8257-01
MTERFD3	TCGA-HC-8257-01
KCNRG	TCGA-HC-8257-01
FLRT2	TCGA-HC-8257-01
CCNF	TCGA-HC-8257-01
C16orf70	TCGA-HC-8257-01
SNAI3	TCGA-HC-8257-01
TMEM102	TCGA-HC-8257-01
STAC2	TCGA-HC-8257-01
EPX	TCGA-HC-8257-01
ZNF407	TCGA-HC-8257-01
AKAP8	TCGA-HC-8257-01
MLC1	TCGA-HC-8257-01
USP9X	TCGA-HC-8257-01
TRPM4	TCGA-HC-8257-01
SPATA31A6	TCGA-HC-8260-01
TET1	TCGA-HC-8260-01
BAHD1	TCGA-HC-8260-01
PLCG2	TCGA-HC-8260-01
ZCCHC14	TCGA-HC-8260-01
TSR1	TCGA-HC-8260-01
CNDP1	TCGA-HC-8260-01
ATG4D	TCGA-HC-8260-01
WFDC9	TCGA-HC-8260-01
CASZ1	TCGA-HC-8262-01
PDE4DIP	TCGA-HC-8262-01
ITLN1	TCGA-HC-8262-01
MDM4	TCGA-HC-8262-01
USH2A	TCGA-HC-8262-01
ACTR3	TCGA-HC-8262-01
COL3A1	TCGA-HC-8262-01
ANKRD28	TCGA-HC-8262-01
CTNNB1	TCGA-HC-8262-01
PARP14	TCGA-HC-8262-01
PCDH18	TCGA-HC-8262-01
BEND3	TCGA-HC-8262-01
AGK	TCGA-HC-8262-01
MTUS1	TCGA-HC-8262-01
ZNF782	TCGA-HC-8262-01
ANAPC2	TCGA-HC-8262-01
SCN2B	TCGA-HC-8262-01
ABCC9	TCGA-HC-8262-01
TRIM9	TCGA-HC-8262-01
BNC1	TCGA-HC-8262-01
COG7	TCGA-HC-8262-01
ZZEF1	TCGA-HC-8262-01
PHF23	TCGA-HC-8262-01
MYL4	TCGA-HC-8262-01
DDX26B	TCGA-HC-8262-01
LEMD1	TCGA-HC-8262-01
MMP19	TCGA-HC-8262-01
BACE2	TCGA-HC-8262-01
TP53	TCGA-HC-A48F-01
MTOR	TCGA-HC-A48F-01
MRPS25	TCGA-HC-A48F-01
ZBBX	TCGA-HC-A48F-01
ASIC5	TCGA-HC-A48F-01
TAF1L	TCGA-HC-A48F-01
POLE	TCGA-HC-A48F-01
UFM1	TCGA-HC-A48F-01
PI4KA	TCGA-HC-A48F-01
COX15	TCGA-HC-A48F-01
MST1L	TCGA-HC-A632-01
CHI3L2	TCGA-HC-A632-01
ARHGEF2	TCGA-HC-A632-01
CD1C	TCGA-HC-A632-01
PARP1	TCGA-HC-A632-01
FAHD2A	TCGA-HC-A632-01
LRP1B	TCGA-HC-A632-01
ZNF827	TCGA-HC-A632-01
POLR3A	TCGA-HC-A632-01
OR4A16	TCGA-HC-A632-01
LTBR	TCGA-HC-A632-01
CTD-2524L6.3	TCGA-HC-A632-01
TBCD	TCGA-HC-A632-01
CCDC11	TCGA-HC-A632-01
DNAJC28	TCGA-HC-A632-01
GGA1	TCGA-HC-A632-01
RICTOR	TCGA-HC-A632-01
GRIK3	TCGA-HC-A76X-01
GBP7	TCGA-HC-A76X-01
AHCYL1	TCGA-HC-A76X-01
TTC13	TCGA-HC-A76X-01
HEATR1	TCGA-HC-A76X-01
EEF1B2	TCGA-HC-A76X-01
CPS1	TCGA-HC-A76X-01
WDR48	TCGA-HC-A76X-01
TMEM108	TCGA-HC-A76X-01
BDP1	TCGA-HC-A76X-01
VARS	TCGA-HC-A76X-01
GUCA1A	TCGA-HC-A76X-01
DST	TCGA-HC-A76X-01
GABRR2	TCGA-HC-A76X-01
VPS13B	TCGA-HC-A76X-01
QSER1	TCGA-HC-A76X-01
MYCBP2	TCGA-HC-A76X-01
RYR3	TCGA-HC-A76X-01
PAQR5	TCGA-HC-A76X-01
CTD-3157E16.1	TCGA-HC-A76X-01
USP22	TCGA-HC-A76X-01
MAGEB6P1	TCGA-HC-A76X-01
PCOLCE	TCGA-HC-A76X-01
ITIH4	TCGA-HC-A8D0-01
PEX5L	TCGA-HC-A8D0-01
PCDHA12	TCGA-HC-A8D0-01
PCDHB12	TCGA-HC-A8D0-01
XXbac-BPG55C20.7	TCGA-HC-A8D0-01
SEPHS1P1	TCGA-HC-A8D0-01
MUC17	TCGA-HC-A8D0-01
CNTNAP2	TCGA-HC-A8D0-01
OR51L1	TCGA-HC-A8D0-01
MPHOSPH9	TCGA-HC-A8D0-01
C16orf92	TCGA-HC-A8D0-01
TMPRSS2	TCGA-HC-A8D0-01
AKAP17A	TCGA-HC-A8D0-01
MIPEP	TCGA-HC-A8D0-01
SELENBP1	TCGA-HC-A8D1-01
ZBTB7B	TCGA-HC-A8D1-01
HOXD8	TCGA-HC-A8D1-01
ITGA9	TCGA-HC-A8D1-01
DHX29	TCGA-HC-A8D1-01
PCDHA5	TCGA-HC-A8D1-01
HIST1H2BM	TCGA-HC-A8D1-01
TRIM15	TCGA-HC-A8D1-01
TRIM8	TCGA-HC-A8D1-01
LUZP2	TCGA-HC-A8D1-01
FAT3	TCGA-HC-A8D1-01
MAP2K7	TCGA-HC-A8D1-01
CLPTM1	TCGA-HC-A8D1-01
SEL1L2	TCGA-HC-A8D1-01
PASD1	TCGA-HC-A8D1-01
GATA6	TCGA-HC-A8D1-01
RP11-439A17.4	TCGA-HI-7171-01
SELE	TCGA-HI-7171-01
PXDN	TCGA-HI-7171-01
C2orf42	TCGA-HI-7171-01
TNS1	TCGA-HI-7171-01
IL7R	TCGA-HI-7171-01
EFNA5	TCGA-HI-7171-01
ABCA13	TCGA-HI-7171-01
SHFM1	TCGA-HI-7171-01
PRDM14	TCGA-HI-7171-01
A1CF	TCGA-HI-7171-01
OR51G1	TCGA-HI-7171-01
AHNAK	TCGA-HI-7171-01
OR6C76	TCGA-HI-7171-01
ATP6V0A2	TCGA-HI-7171-01
SAV1	TCGA-HI-7171-01
FAM96A	TCGA-HI-7171-01
DNM1P34	TCGA-HI-7171-01
DYNC1LI2	TCGA-HI-7171-01
TP53	TCGA-HI-7171-01
KCNJ12	TCGA-HI-7171-01
C17orf78	TCGA-HI-7171-01
CDH2	TCGA-HI-7171-01
SHC2	TCGA-HI-7171-01
CNOT3	TCGA-HI-7171-01
RAC2	TCGA-HI-7171-01
ATAD3B	TCGA-J4-8198-01
KIAA1614	TCGA-J4-8198-01
RIF1	TCGA-J4-8198-01
CLASP2	TCGA-J4-8198-01
C6	TCGA-J4-8198-01
GTF2E2	TCGA-J4-8198-01
POLD3	TCGA-J4-8198-01
BIRC2	TCGA-J4-8198-01
MYO15A	TCGA-J4-8198-01
MED13	TCGA-J4-8198-01
EPB41L3	TCGA-J4-8198-01
ATP5A1	TCGA-J4-8198-01
C19orf44	TCGA-J4-8198-01
RSPH6A	TCGA-J4-8198-01
HELQ	TCGA-J4-8198-01
TUBE1	TCGA-J4-8198-01
NAV3	TCGA-J4-8198-01
F5	TCGA-J4-A67T-01
ZFR	TCGA-J4-A67T-01
TRBV7-4	TCGA-J4-A67T-01
PPRC1	TCGA-J4-A67T-01
ADAMTS20	TCGA-J4-A67T-01
MUCL1	TCGA-J4-A67T-01
LTBP2	TCGA-J4-A67T-01
UBR7	TCGA-J4-A67T-01
FUK	TCGA-J4-A67T-01
ZNF420	TCGA-J4-A67T-01
APOBEC3D	TCGA-J4-A67T-01
TRIT1	TCGA-J4-A67T-01
ROBO1	TCGA-J4-A67T-01
USP48	TCGA-J4-A6G1-01
RSPO1	TCGA-J4-A6G1-01
FLG	TCGA-J4-A6G1-01
SYT11	TCGA-J4-A6G1-01
FCGR2A	TCGA-J4-A6G1-01
ZCCHC4	TCGA-J4-A6G1-01
PCDHB15	TCGA-J4-A6G1-01
TBC1D2	TCGA-J4-A6G1-01
RBM17	TCGA-J4-A6G1-01
IFT27	TCGA-J4-A6G1-01
ALX3	TCGA-J4-A6M7-01
PTPRC	TCGA-J4-A6M7-01
GRID2	TCGA-J4-A6M7-01
AMZ1	TCGA-J4-A6M7-01
VAV2	TCGA-J4-A6M7-01
PDE1B	TCGA-J4-A6M7-01
CCT8L2	TCGA-J4-A6M7-01
PNPLA4	TCGA-J4-A6M7-01
RNU6-283P	TCGA-J4-A6M7-01
LRRC8C	TCGA-J4-A83I-01
COL11A1	TCGA-J4-A83I-01
RGPD3	TCGA-J4-A83I-01
ORMDL1	TCGA-J4-A83I-01
PASK	TCGA-J4-A83I-01
DCHS2	TCGA-J4-A83I-01
PCDHB18	TCGA-J4-A83I-01
FILIP1	TCGA-J4-A83I-01
TRBC2	TCGA-J4-A83I-01
FZD6	TCGA-J4-A83I-01
ZW10	TCGA-J4-A83I-01
FAM71C	TCGA-J4-A83I-01
SRRM4	TCGA-J4-A83I-01
DUOX2	TCGA-J4-A83I-01
HEXA	TCGA-J4-A83I-01
ITGAX	TCGA-J4-A83I-01
RABEP1	TCGA-J4-A83I-01
EPB41L1	TCGA-J4-A83I-01
SLC12A5	TCGA-J4-A83I-01
MXRA5	TCGA-J4-A83I-01
FANCB	TCGA-J4-A83I-01
EXOSC10	TCGA-J4-A83I-01
CAP2	TCGA-J4-A83I-01
OR4P4	TCGA-J4-A83I-01
WRAP73	TCGA-J4-A83K-01
CPNE9	TCGA-J4-A83K-01
BCHE	TCGA-J4-A83K-01
AGGF1	TCGA-J4-A83K-01
ZSCAN16	TCGA-J4-A83K-01
BACH2	TCGA-J4-A83K-01
CDK5RAP2	TCGA-J4-A83K-01
SORCS1	TCGA-J4-A83K-01
VPS29	TCGA-J4-A83K-01
THSD1	TCGA-J4-A83K-01
ARNT2	TCGA-J4-A83K-01
CREBBP	TCGA-J4-A83K-01
COIL	TCGA-J4-A83K-01
POU2F2	TCGA-J4-A83K-01
KIR3DL1	TCGA-J4-A83K-01
DEFB118	TCGA-J4-A83K-01
SH3TC2	TCGA-J4-A83K-01
ACSL5	TCGA-J4-A83K-01
NYAP2	TCGA-J4-A83N-01
KIF1A	TCGA-J4-A83N-01
ATP2B2	TCGA-J4-A83N-01
RBM46	TCGA-J4-A83N-01
CTNNA1	TCGA-J4-A83N-01
TBC1D32	TCGA-J4-A83N-01
TRBV4-2	TCGA-J4-A83N-01
SEC31B	TCGA-J4-A83N-01
OR5M10	TCGA-J4-A83N-01
TBK1	TCGA-J4-A83N-01
MAP3K3	TCGA-J4-A83N-01
SLC35E1	TCGA-J4-A83N-01
GPCPD1	TCGA-J4-A83N-01
HCK	TCGA-J4-A83N-01
CCDC73	TCGA-J4-A83N-01
LRRIQ3	TCGA-J9-A52B-01
HSD3BP2	TCGA-J9-A52B-01
OBSCN	TCGA-J9-A52B-01
IGKV1D-43	TCGA-J9-A52B-01
DRD3	TCGA-J9-A52B-01
PPAP2A	TCGA-J9-A52B-01
NOTCH4	TCGA-J9-A52B-01
SYNE1	TCGA-J9-A52B-01
AGPAT4	TCGA-J9-A52B-01
PEX2	TCGA-J9-A52B-01
SVEP1	TCGA-J9-A52B-01
ANKRD30A	TCGA-J9-A52B-01
FAT3	TCGA-J9-A52B-01
MTNR1B	TCGA-J9-A52B-01
LYSMD4	TCGA-J9-A52B-01
TLDC1	TCGA-J9-A52B-01
CHD3	TCGA-J9-A52B-01
ALOX15B	TCGA-J9-A52B-01
MYH10	TCGA-J9-A52B-01
TNFRSF13B	TCGA-J9-A52B-01
FAM83G	TCGA-J9-A52B-01
ATXN7L3	TCGA-J9-A52B-01
MAST1	TCGA-J9-A52B-01
NCAM2	TCGA-J9-A52B-01
TCF20	TCGA-J9-A52B-01
DCAF12L1	TCGA-J9-A52B-01
ANKRD37	TCGA-J9-A52B-01
PLIN3	TCGA-J9-A52B-01
ATF4	TCGA-J9-A52B-01
NEK4	TCGA-J9-A8CK-01
IFT122	TCGA-J9-A8CK-01
DZIP1L	TCGA-J9-A8CK-01
SMARCAD1	TCGA-J9-A8CK-01
SUSD1	TCGA-J9-A8CK-01
MIR100	TCGA-J9-A8CK-01
ETV6	TCGA-J9-A8CK-01
TMEM5	TCGA-J9-A8CK-01
VSIG10	TCGA-J9-A8CK-01
PACS2	TCGA-J9-A8CK-01
ADAM10	TCGA-J9-A8CK-01
TP53	TCGA-J9-A8CK-01
MUC16	TCGA-J9-A8CK-01
CBLN4	TCGA-J9-A8CK-01
CLCN5	TCGA-J9-A8CK-01
LIMCH1	TCGA-J9-A8CK-01
CREB3L2	TCGA-J9-A8CK-01
ZNF408	TCGA-J9-A8CK-01
BRCA2	TCGA-J9-A8CM-01
HNRNPCL1	TCGA-J9-A8CM-01
SDHC	TCGA-J9-A8CM-01
MFSD2B	TCGA-J9-A8CM-01
DPP10	TCGA-J9-A8CM-01
TRANK1	TCGA-J9-A8CM-01
ZKSCAN7	TCGA-J9-A8CM-01
ITIH4	TCGA-J9-A8CM-01
EPHB1	TCGA-J9-A8CM-01
ATP13A5	TCGA-J9-A8CM-01
ATP10D	TCGA-J9-A8CM-01
USP53	TCGA-J9-A8CM-01
MSH3	TCGA-J9-A8CM-01
SNCAIP	TCGA-J9-A8CM-01
PCDHGB6	TCGA-J9-A8CM-01
ADAM19	TCGA-J9-A8CM-01
BTNL3	TCGA-J9-A8CM-01
LRRC16A	TCGA-J9-A8CM-01
DDX39B	TCGA-J9-A8CM-01
B3GALT4	TCGA-J9-A8CM-01
PEX6	TCGA-J9-A8CM-01
COL21A1	TCGA-J9-A8CM-01
NOD1	TCGA-J9-A8CM-01
TAF6	TCGA-J9-A8CM-01
LMOD2	TCGA-J9-A8CM-01
FREM1	TCGA-J9-A8CM-01
TMEM38B	TCGA-J9-A8CM-01
ANKRD26	TCGA-J9-A8CM-01
PI4K2A	TCGA-J9-A8CM-01
LYVE1	TCGA-J9-A8CM-01
OR5D13	TCGA-J9-A8CM-01
RELA	TCGA-J9-A8CM-01
PPP6R3	TCGA-J9-A8CM-01
CCDC81	TCGA-J9-A8CM-01
SRRM4	TCGA-J9-A8CM-01
OTX2	TCGA-J9-A8CM-01
C14orf105	TCGA-J9-A8CM-01
PPM1A	TCGA-J9-A8CM-01
IGHA1	TCGA-J9-A8CM-01
HEXA	TCGA-J9-A8CM-01
HEXA	TCGA-J9-A8CM-01
ISLR	TCGA-J9-A8CM-01
LINGO1	TCGA-J9-A8CM-01
PDE8A	TCGA-J9-A8CM-01
MMP25	TCGA-J9-A8CM-01
PARN	TCGA-J9-A8CM-01
ADAMTS18	TCGA-J9-A8CM-01
CA5A	TCGA-J9-A8CM-01
DHX58	TCGA-J9-A8CM-01
PDK2	TCGA-J9-A8CM-01
MRC2	TCGA-J9-A8CM-01
AKAP8	TCGA-J9-A8CM-01
EXOSC5	TCGA-J9-A8CM-01
SIGLEC8	TCGA-J9-A8CM-01
MYLK2	TCGA-J9-A8CM-01
FAM83C	TCGA-J9-A8CM-01
RPRD1B	TCGA-J9-A8CM-01
DACH2	TCGA-J9-A8CM-01
BRCA2	TCGA-J9-A8CM-01
GCAT	TCGA-J9-A8CM-01
GPR112	TCGA-J9-A8CM-01
NEGR1	TCGA-KC-A4BN-01
GNAT2	TCGA-KC-A4BN-01
NBPF15	TCGA-KC-A4BN-01
SWT1	TCGA-KC-A4BN-01
VCAN	TCGA-KC-A4BN-01
FAM65B	TCGA-KC-A4BN-01
BRAF	TCGA-KC-A4BN-01
RIMS2	TCGA-KC-A4BN-01
MYO3A	TCGA-KC-A4BN-01
PDHX	TCGA-KC-A4BN-01
OR4Q3	TCGA-KC-A4BN-01
BAHD1	TCGA-KC-A4BN-01
TMEM87A	TCGA-KC-A4BN-01
SLC30A4	TCGA-KC-A4BN-01
CST3	TCGA-KC-A4BN-01
TUBB8	TCGA-KC-A4BN-01
LRP1B	TCGA-KC-A4BR-01
HIST1H2BG	TCGA-KC-A4BR-01
SERPINB3	TCGA-KC-A4BR-01
C1orf87	TCGA-KC-A4BV-01
KIAA1614	TCGA-KC-A4BV-01
TATDN3	TCGA-KC-A4BV-01
