patient_id	TCGA.A1.A0SE.01	TCGA.A1.A0SH.01	TCGA.A1.A0SJ.01	TCGA.A1.A0SK.01	TCGA.A1.A0SM.01	TCGA.A1.A0SO.01	TCGA.A1.A0SP.01	TCGA.A2.A04N.01	TCGA.A2.A04P.01
score_sad5	-0.248930710008554	-0.571428571428571	-0.616724738675958	-0.348571428571429	-0.857142857142857	1.28571428571429	-0.258358662613982	-0.514285714285714	-0.183673469387755
score_sad6	-0.512256973795435	-0.637362637362637	-0.652747252747253	-0.487778381314503	-0.714285714285714	-0.523809523809524	-0.380952380952381	-0.714285714285714	-0.254152823920266
score_sad7	-0.38961038961039	-0.647619047619048	-0.571428571428571	-0.131274131274131	-0.857142857142857	-0.857142857142857	-0.857142857142857	-0.394957983193277	-0.462337662337662
score_sad8	-0.571428571428571	-0.417582417582418	-0.441558441558442	-0.571428571428571	-0.857142857142857	NA	-0.336134453781513	-0.466165413533834	-0.274725274725275
score_sad9	-0.571428571428571	-0.714285714285714	-0.395989974937343	-0.0714285714285714	1	NA	-0.580952380952381	-0.404761904761905	-0.714285714285714
score_sad10	-0.714285714285714	-0.231850117096019	-0.714285714285714	-0.714285714285714	-0.857142857142857	NA	-0.571428571428571	-0.540372670807453	-0.714285714285714
score_sad11	-0.714285714285714	-0.254658385093168	-0.714285714285714	-0.571428571428571	-0.714285714285714	NA	-0.483709273182957	-0.714285714285714	-0.714285714285714
score_sad12	-0.483516483516483	-0.360902255639098	-0.714285714285714	-0.466165413533834	-0.714285714285714	NA	-0.645320197044335	-0.378571428571429	-0.571428571428571
score_sad13	-0.289036544850498	-0.571428571428571	-0.340659340659341	-0.571428571428571	NA	NA	-0.349206349206349	-0.349206349206349	-0.404761904761905
score_sad14	-0.714285714285714	-0.238095238095238	-0.857142857142857	-0.714285714285714	NA	NA	-0.518796992481203	-0.686888454011741	-0.471428571428571
score_sad15	-0.571428571428571	-0.428571428571429	-0.285714285714286	-0.417582417582418	NA	NA	-0.714285714285714	-0.178571428571429	-0.714285714285714
score_sad16	-0.128571428571429	-0.714285714285714	-0.714285714285714	-0.571428571428571	NA	NA	-0.411428571428571	-0.571428571428571	-0.571428571428571
score_sad17	-0.304761904761905	-0.571428571428571	-0.714285714285714	-0.714285714285714	NA	NA	-0.228571428571429	-0.207792207792208	-0.623376623376623
score_sad18	-0.603174603174603	-0.571428571428571	-0.571428571428571	-0.857142857142857	NA	NA	-0.0147783251231528	-0.571428571428571	-0.571428571428571
score_sad19	-0.321428571428571	-0.714285714285714	-0.466165413533834	-0.56043956043956	NA	NA	-0.571428571428571	-0.714285714285714	-0.571428571428571
score_sad20	-0.571428571428571	-0.371428571428571	-0.438095238095238	-0.857142857142857	NA	NA	-0.714285714285714	-0.571428571428571	-0.714285714285714
score_sad21	-0.714285714285714	-0.857142857142857	-0.714285714285714	-0.714285714285714	NA	NA	-0.45021645021645	-0.714285714285714	-0.571428571428571
score_sad22	-0.321428571428571	1.28571428571429	-0.571428571428571	-0.714285714285714	NA	NA	-0.411428571428571	-0.428571428571429	-0.714285714285714
score_sad23	0.178571428571429	-0.857142857142857	-0.714285714285714	-0.714285714285714	NA	NA	-0.857142857142857	-0.404761904761905	-0.714285714285714
score_sad24	-0.714285714285714	0.285714285714286	-0.238095238095238	-0.0714285714285714	NA	NA	-0.589285714285714	-0.285714285714286	-0.714285714285714
score_sad25	-0.857142857142857	-0.714285714285714	-0.857142857142857	-0.857142857142857	NA	NA	-0.714285714285714	-0.714285714285714	-0.571428571428571
score_sad26	1.28571428571429	-0.714285714285714	-0.571428571428571	0.285714285714286	NA	NA	-0.857142857142857	-0.714285714285714	-0.571428571428571
score_sad27	-0.714285714285714	-0.571428571428571	0.0952380952380953	-0.571428571428571	NA	NA	-0.857142857142857	-0.571428571428571	-0.714285714285714
score_sad28	-0.714285714285714	-0.714285714285714	-0.714285714285714	-0.714285714285714	NA	NA	-0.571428571428571	-0.714285714285714	0.0952380952380953
score_sad29	-0.714285714285714	-0.857142857142857	-0.206349206349206	-0.571428571428571	NA	NA	-0.714285714285714	-0.214285714285714	-0.857142857142857
score_sad30	-0.857142857142857	-0.714285714285714	-0.857142857142857	-0.714285714285714	NA	NA	-0.404761904761905	-0.857142857142857	-0.714285714285714
score_sad31	-0.714285714285714	-0.714285714285714	-0.571428571428571	0.285714285714286	NA	NA	-0.714285714285714	-0.714285714285714	0.142857142857143
score_sad32	1.42857142857143	0.0952380952380953	-0.714285714285714	-0.714285714285714	NA	NA	-0.714285714285714	-0.214285714285714	-0.571428571428571
score_sad33	-0.714285714285714	-0.571428571428571	-0.714285714285714	-0.714285714285714	NA	NA	-0.714285714285714	-0.714285714285714	1.28571428571429
score_sad34	-0.857142857142857	-0.571428571428571	-0.380952380952381	NA	NA	NA	-0.714285714285714	-0.857142857142857	-0.571428571428571
score_sad35	-0.571428571428571	-0.857142857142857	-0.571428571428571	NA	NA	NA	-0.857142857142857	-0.714285714285714	-0.714285714285714
score_sad36	-0.714285714285714	-0.0476190476190476	-0.714285714285714	NA	NA	NA	-0.571428571428571	-0.714285714285714	-0.714285714285714
score_sad37	-0.714285714285714	-0.714285714285714	NA	NA	NA	NA	-0.571428571428571	-0.571428571428571	-0.714285714285714
score_sad38	-0.714285714285714	-0.571428571428571	NA	NA	NA	NA	-0.571428571428571	NA	-0.714285714285714
score_sad39	-0.571428571428571	-0.714285714285714	NA	NA	NA	NA	1.28571428571429	NA	-0.857142857142857
score_sad40	-0.714285714285714	-0.714285714285714	NA	NA	NA	NA	-0.714285714285714	NA	NA
score_sad41	-0.857142857142857	-0.857142857142857	NA	NA	NA	NA	-0.857142857142857	NA	NA
score_sad42	-0.857142857142857	NA	NA	NA	NA	NA	-0.714285714285714	NA	NA
score_sad43	NA	NA	NA	NA	NA	NA	-0.714285714285714	NA	NA
score_sad44	NA	NA	NA	NA	NA	NA	-0.714285714285714	NA	NA
score_sad45	NA	NA	NA	NA	NA	NA	-0.714285714285714	NA	NA
score_sad46	NA	NA	NA	NA	NA	NA	-0.571428571428571	NA	NA
rule_module2	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_gain=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}
rule_module3	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,CNV_EC_gain=1,CNV_gain=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=1,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module14	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=1,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	NA	NA	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module4	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=1,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module16	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=1,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=1,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	NA	NA	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=1,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module6	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,CNV_EC_gain=1,CNV_gain=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module10	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_underexpressed=1,CNV_EC_gain=1,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_TF=1}	NA	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}
rule_module7	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_gain=0,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_gain=1,CNV_TF_categorization_TF=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=1,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}
rule_module9	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,CNV_EC_gain=1,CNV_depletion=1,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_TF=1}	NA	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=1,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}
rule_module13	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	NA	NA	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
rule_module8	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=0,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=1,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,CNV_EC_gain=1,CNV_depletion=1,CNV_TF_categorization_TF=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_TF=1}	NA	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=1,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=0,METH_hypo=1,METH_TF_categorization_TF=1,MUT_genes=0,MUT_TF=1}	FC_GE_TF=1,Genes_overexpressed=0,Genes_underexpressed=0,CNV_gain=0,CNV_depletion=0,METH_EC_hypo=1,METH_hyper=1,METH_hypo=0,METH_TF_categorization_TF=0,MUT_genes=0,MUT_TF=1}
